,tweet_id,retweet_count,favorite_count
288,836380477523124226,2744,13865
289,836260088725786625,3966,19873
290,836001077879255040,3872,17825
291,835685285446955009,7393,0
292,835574547218894849,3284,16583
293,835536468978302976,1537,0
294,835309094223372289,19082,0
295,835297930240217089,2733,15384
296,835264098648616962,1537,7198
297,835246439529840640,63,1985
298,835172783151792128,5282,24487
299,835152434251116546,2753,20885
300,834931633769889797,1485,10061
301,834786237630337024,5097,20138
302,834574053763584002,2304,12757
303,834477809192075265,9733,0
304,834458053273591808,1543,9001
305,834209720923721728,4312,19173
306,834167344700198914,3351,14799
307,834089966724603904,1960,9410
308,834086379323871233,2036,12188
309,833863086058651648,2199,12570
310,833826103416520705,3479,17010
311,833732339549220864,203,0
312,833722901757046785,2989,19606
313,833479644947025920,1879,13946
314,833124694597443584,4427,18912
315,832998151111966721,2004,12382
316,832769181346996225,38,0
317,832757312314028032,3311,15788
318,832682457690300417,2656,11098
319,832645525019123713,483,2720
320,832636094638288896,2551,14837
321,832397543355072512,2034,11202
322,832369877331693569,2908,16021
323,832273440279240704,2137,10615
324,832215909146226688,5689,0
325,832215726631055365,8549,0
326,832088576586297345,2,58
327,832040443403784192,8780,0
328,832032802820481025,4288,16707
329,831939777352105988,5638,22389
330,831926988323639298,34,318
331,831911600680497154,5947,25734
332,831670449226514432,1682,9745
333,831650051525054464,1782,6655
334,831552930092285952,2150,8427
335,831322785565769729,1434,8720
336,831315979191906304,1036,6154
337,831309418084069378,2254,11044
338,831262627380748289,1882,11098
339,830956169170665475,1373,7473
340,830583320585068544,15343,62090
341,830173239259324417,5219,0
342,830097400375152640,2681,9108
343,829878982036299777,4584,0
344,829861396166877184,1786,11464
345,829501995190984704,9733,29770
346,829449946868879360,1853,9829
347,829141528400556032,6737,22793
348,829011960981237760,15040,50097
349,828801551087042563,3147,0
350,828770345708580865,5373,23982
351,828708714936930305,10270,34088
352,828650029636317184,1232,8914
353,828409743546925057,1075,6013
354,828408677031882754,1182,7220
355,828381636999917570,2053,11798
356,828376505180889089,989,6961
357,828372645993398273,2715,11815
358,828361771580813312,165,2059
359,828046555563323392,2644,11015
360,828011680017821696,1980,9740
361,827933404142436356,4802,18771
362,827653905312006145,2787,14537
363,827600520311402496,863,7035
364,827324948884643840,2793,14884
365,827199976799354881,2050,9964
366,826958653328592898,4584,20219
367,826848821049180160,9296,33887
368,826615380357632002,3663,0
369,826598799820865537,229,4838
370,826598365270007810,2172,9399
371,826476773533745153,3877,17298
372,826240494070030336,2407,12470
373,826204788643753985,852,4575
374,826115272272650244,2848,14668
375,825876512159186944,1730,9873
376,825829644528148480,2321,11963
377,825535076884762624,16285,53736
378,825147591692263424,4154,17178
379,825120256414846976,1163,0
380,825026590719483904,1163,5881
381,824796380199809024,5070,0
382,824775126675836928,3257,14003
383,824663926340194305,1633,9894
384,824325613288833024,9842,11118
385,824297048279236611,3549,14150
386,824025158776213504,557,4564
387,823939628516474880,2522,10018
388,823719002937630720,10298,0
389,823699002998870016,2328,13149
390,823581115634085888,2433,12195
391,823333489516937216,22,660
392,823322678127919110,3696,14764
393,823269594223824897,9172,0
394,822975315408461824,3185,16302
395,822872901745569793,39694,123397
396,822859134160621569,2102,12395
397,822647212903690241,5926,0
398,822610361945911296,2717,13899
399,822489057087389700,5926,17020
400,822462944365645825,13064,26181
401,822244816520155136,9172,32960
402,822163064745328640,4347,0
403,821886076407029760,2128,10614
404,821813639212650496,3108,0
405,821765923262631936,1553,7875
406,821522889702862852,1625,7534
407,821421320206483457,5098,0
408,821407182352777218,3973,11037
409,821153421864615936,8,233
410,821149554670182400,1817,8078
411,821107785811234820,1960,9020
412,821044531881721856,2109,11873
413,820837357901512704,6203,0
414,820749716845686786,9142,29684
415,820690176645140481,2987,11534
416,820494788566847489,521,0
417,820446719150292993,2382,0
418,820314633777061888,521,3145
419,820078625395449857,5751,18539
420,820013781606658049,1077,0
421,819952236453363712,1077,4997
422,819924195358416896,4518,12185
423,819711362133872643,2848,12542
424,819588359383371776,1863,9122
425,819347104292290561,1115,6793
426,819238181065359361,376,2130
427,819227688460238848,6203,21689
428,819015337530290176,34370,0
429,819015331746349057,17706,0
430,819006400881917954,17707,42797
431,819004803107983360,34371,82305
432,818646164899774465,19339,0
433,818627210458333184,7027,21123
434,818614493328580609,2343,9261
435,818588835076603904,5660,0
436,818536468981415936,2261,10230
437,818307523543449600,7411,0
438,818259473185828864,2070,10349
439,818145370475810820,2356,11561
440,817908911860748288,736,4584
441,817827839487737858,24968,48311
442,817777686764523521,2511,10181
443,817536400337801217,2714,11065
444,817502432452313088,3125,0
445,817423860136083457,13507,31683
446,817415592588222464,884,5269
447,817181837579653120,7822,0
448,817171292965273600,1856,8267
449,817120970343411712,2400,11481
450,817056546584727552,1509,8098
451,816829038950027264,4370,0
452,816816676327063552,1882,9432
453,816697700272001025,2040,9196
454,816450570814898180,7411,28499
455,816336735214911488,1793,8138
456,816091915477250048,1976,8455
457,816062466425819140,941,0
458,816014286006976512,4852,0
459,815990720817401858,941,4673
460,815966073409433600,7822,21026
461,815745968457060357,3840,0
462,815736392542261248,2105,9266
463,815639385530101762,1547,7775
464,815390420867969024,3547,9788
465,814986499976527872,1183,7222
466,814638523311648768,2513,10637
467,814578408554463233,5431,0
468,814530161257443328,1731,8184
469,814153002265309185,8062,27097
470,813944609378369540,2939,0
471,813910438903693312,1724,8809
472,813812741911748608,12982,34442
473,813800681631023104,1638,7846
474,813217897535406080,6815,17582
475,813202720496779264,1699,8730
476,813187593374461952,4026,18722
477,813172488309972993,1798,8767
478,813157409116065792,2058,7339
479,813142292504645637,2234,8041
480,813130366689148928,417,4243
481,813127251579564032,2908,11157
482,813112105746448384,2551,9753
483,813096984823349248,3362,9977
484,813081950185472002,2581,9382
485,813066809284972545,1821,7516
486,813051746834595840,6811,19843
487,812781120811126785,1780,7121
488,812709060537683968,1347,6264
489,812503143955202048,1145,5715
490,812466873996607488,1795,7541
491,812372279581671427,3406,12873
492,811985624773361665,1303,6880
493,811744202451197953,1464,7120
494,811647686436880384,679,5294
495,811627233043480576,2831,12004
496,811386762094317568,5942,19757
497,810984652412424192,1323,5029
498,810896069567610880,1637,8487
499,810657578271330305,2456,10376
500,810284430598270976,10449,33120
501,810254108431155201,3146,13900
502,809920764300447744,3663,14720
503,809808892968534016,4550,0
504,809448704142938112,1360,6580
505,809220051211603969,5220,18780
506,809084759137812480,3275,12501
507,808838249661788160,2852,9614
508,808733504066486276,2027,7459
509,808501579447930884,2444,10711
510,808344865868283904,19338,39959
511,808134635716833280,5482,0
512,808106460588765185,2056,8352
513,808001312164028416,3287,11796
514,807621403335917568,3367,13781
515,807106840509214720,51336,110959
516,807059379405148160,6854,0
517,807010152071229440,3611,12405
518,806629075125202948,32179,70236
519,806620845233815552,5122,0
520,806576416489959424,1818,4650
521,806542213899489280,2206,9692
522,806242860592926720,10810,0
523,806219024703037440,1129,6112
524,805958939288408065,4979,0
525,805932879469572096,1792,7848
526,805826884734976000,1710,6205
527,805823200554876929,7417,0
528,805520635690676224,1544,5457
529,805487436403003392,2365,8304
530,805207613751304193,1620,7447
531,804738756058218496,3584,12916
532,804475857670639616,1879,5811
533,804413760345620481,2993,0
534,804026241225523202,14945,41872
535,803773340896923648,2572,9492
536,803692223237865472,6877,0
537,803638050916102144,3868,10333
538,803380650405482500,1760,7355
539,803321560782307329,4936,0
540,803276597545603072,2286,9488
541,802952499103731712,1863,8539
542,802624713319034886,2712,0
543,802600418706604034,1375,6731
544,802572683846291456,2342,8482
545,802323869084381190,5447,15275
546,802265048156610565,1285,6588
547,802239329049477120,2442,8616
548,802185808107208704,250,0
549,801958328846974976,1590,7334
550,801854953262350336,218,1714
551,801538201127157760,1945,7778
552,801285448605831168,770,5710
553,801167903437357056,5482,23049
554,801127390143516673,3685,0
555,801115127852503040,1978,7647
556,800859414831898624,90,643
557,800855607700029440,1511,0
558,800751577355128832,2610,10054
559,800513324630806528,2810,12440
560,800459316964663297,2051,9004
561,800443802682937345,4003,0
562,800388270626521089,2621,10553
563,800188575492947969,3675,0
564,800141422401830912,2382,14451
565,800018252395122689,12241,26768
566,799774291445383169,4344,0
567,799757965289017345,1994,7938
568,799422933579902976,1791,7651
569,799308762079035393,5053,0
570,799297110730567681,2546,9344
571,799063482566066176,2332,7651
572,798933969379225600,4133,12357
573,798925684722855936,1352,7134
574,798705661114773508,6175,0
575,798701998996647937,7190,0
576,798697898615730177,6056,0
577,798694562394996736,4618,0
578,798686750113755136,2169,0
579,798682547630837760,4409,0
580,798673117451325440,5196,0
581,798665375516884993,3660,0
582,798644042770751489,1734,0
583,798628517273620480,1856,0
584,798585098161549313,5244,0
585,798576900688019456,5451,0
586,798340744599797760,3126,0
587,798209839306514432,2415,9882
588,797971864723324932,2877,10894
589,797545162159308800,4596,13807
590,797236660651966464,6116,18841
591,797165961484890113,24,211
592,796904159865868288,8312,0
593,796865951799083009,1823,7277
594,796759840936919040,2815,11156
595,796563435802726400,6695,0
596,796484825502875648,1643,7152
597,796387464403357696,3865,10403
598,796177847564038144,13296,0
599,796149749086875649,13296,30341
600,796125600683540480,1679,4717
601,796116448414461957,2239,8599
602,796080075804475393,2155,7989
603,796031486298386433,3486,10224
604,795464331001561088,21836,46532
605,795400264262053889,2667,9447
606,795076730285391872,5070,15278
607,794983741416415232,3142,0
608,794926597468000259,2148,9636
609,794355576146903043,9608,0
610,794332329137291264,2520,9082
611,794205286408003585,3101,8741
612,793962221541933056,4550,15842
613,793845145112371200,1735,8735
614,793614319594401792,2910,0
615,793601777308463104,1509,7553
616,793500921481273345,2218,10071
617,793286476301799424,8549,23248
618,793271401113350145,2234,8217
619,793256262322548741,7748,18834
620,793241302385262592,3058,9927
621,793226087023144960,2700,9241
622,793210959003287553,2593,8440
623,793195938047070209,5246,14369
624,793180763617361921,1851,6522
625,793165685325201412,2615,8857
626,793150605191548928,1587,5823
627,793135492858580992,2340,6047
628,793120401413079041,3658,11966
629,792913359805018113,3690,13516
630,792883833364439040,3982,10653
631,792773781206999040,1566,6972
632,792394556390137856,3994,12645
633,792050063153438720,1660,6761
634,791821351946420224,19592,0
635,791784077045166082,8830,0
636,791780927877898241,3541,0
637,791774931465953280,20643,42512
638,791672322847637504,2910,11094
639,791406955684368384,3840,12438
640,791312159183634433,2355,8283
641,791026214425268224,3785,0
642,790987426131050500,1979,9268
643,790946055508652032,4370,15801
644,790723298204217344,2136,0
645,790698755171364864,1793,7770
646,790581949425475584,6605,19441
647,790337589677002753,1761,7395
648,790277117346975746,2939,11842
649,790227638568808452,3289,0
650,789986466051088384,2136,8770
651,789960241177853952,3804,0
652,789903600034189313,3866,9745
653,789628658055020548,1631,7055
654,789599242079838210,1782,6350
655,789530877013393408,3142,11037
656,789314372632018944,2124,8167
657,789280767834746880,4565,0
658,789268448748703744,2429,8612
659,789137962068021249,2595,9195
660,788908386943430656,11653,25943
661,788765914992902144,9609,25795
662,788552643979468800,6623,0
663,788412144018661376,4899,14651
664,788178268662984705,1966,6856
665,788150585577050112,1194,5764
666,788070120937619456,3198,0
667,788039637453406209,1216,5763
668,787810552592695296,2826,8112
669,787717603741622272,2574,9659
670,787397959788929025,2650,10287
671,787322443945877504,1619,7353
672,787111942498508800,6262,0
673,786963064373534720,7393,25152
674,786729988674449408,2263,0
675,786709082849828864,5689,17294
676,786664955043049472,2356,10001
677,786595970293370880,2895,8932
678,786363235746385920,3202,10229
679,786286427768250368,2633,7528
680,786233965241827333,4347,14334
681,786051337297522688,145,1349
682,786036967502913536,6467,0
683,785927819176054784,2970,10747
684,785872687017132033,1663,6311
685,785639753186217984,2096,7420
686,785533386513321988,1830,8535
687,785515384317313025,1155,5765
688,785264754247995392,1509,6879
689,785170936622350336,4469,11300
690,784826020293709826,2993,9535
691,784517518371221505,2353,8453
692,784431430411685888,1178,5426
693,784183165795655680,7417,18861
694,784057939640352768,10298,27934
695,783839966405230592,9987,28229
696,783821107061198850,1816,6936
697,783695101801398276,2975,9819
698,783466772167098368,2072,7929
699,783391753726550016,5061,15918
700,783347506784731136,5124,0
701,783334639985389568,10809,27340
702,783085703974514689,2013,7700
703,782969140009107456,6854,22715
704,782747134529531904,1309,7045
705,782722598790725632,4979,16195
706,782598640137187329,1762,7351
707,782305867769217024,5098,15628
708,782021823840026624,5695,0
709,781955203444699136,3122,10529
710,781661882474196992,2505,9825
711,781655249211752448,1045,3754
712,781524693396357120,5122,19486
713,781308096455073793,2372,6704
714,781251288990355457,1917,7883
715,781163403222056960,2569,9235
716,780931614150983680,6695,20392
717,780858289093574656,1853,6764
718,780800785462489090,1193,5168
719,780601303617732608,3108,11367
720,780543529827336192,1621,5923
721,780496263422808064,3402,0
722,780476555013349377,103,0
723,780459368902959104,998,4973
724,780192070812196864,2072,8175
725,780092040432480260,2118,0
726,780074436359819264,4549,11369
727,779834332596887552,6467,17660
728,779377524342161408,2869,8205
729,779124354206535695,16917,0
730,779056095788752897,4188,13824
731,778990705243029504,6622,18647
732,778774459159379968,9099,0
733,778764940568104960,337,818
734,778748913645780993,1201,6424
735,778650543019483137,1383,5396
736,778624900596654080,936,4324
737,778408200802557953,3986,12807
738,778396591732486144,11274,0
739,778383385161035776,1015,5490
740,778286810187399168,3044,9681
741,778039087836069888,2447,7953
742,778027034220126208,1485,6168
743,777953400541634568,3249,0
744,777885040357281792,1511,5969
745,777684233540206592,2712,10551
746,777641927919427584,3896,0
747,777621514455814149,2326,8172
748,777189768882946048,3964,13241
749,776819012571455488,12504,0
750,776813020089548800,1109,4595
751,776477788987613185,2543,8203
752,776249906839351296,8404,0
753,776218204058357768,14613,27937
754,776201521193218049,2324,8982
755,776113305656188928,4003,11052
756,776088319444877312,141,1707
757,775898661951791106,15432,0
758,775842724423557120,2449,10988
759,775733305207554048,3685,13005
760,775729183532220416,4260,12215
761,775364825476165632,2698,6917
762,775350846108426240,3610,9519
763,775085132600442880,4344,14567
764,774757898236878852,1645,8095
765,774639387460112384,1605,6333
766,774314403806253056,5053,20442
767,773985732834758656,3566,10110
768,773922284943896577,1614,6036
769,773704687002451968,1485,6207
770,773670353721753600,1218,5037
771,773547596996571136,5660,20730
772,773336787167145985,4639,0
773,773308824254029826,6910,21879
774,773247561583001600,2988,8844
775,773191612633579521,3780,9337
776,772877495989305348,3563,8019
777,772826264096874500,2195,7545
778,772615324260794368,3096,0
779,772581559778025472,1574,6070
780,772193107915964416,1281,5654
781,772152991789019136,1047,3572
782,772117678702071809,682,3533
783,772114945936949249,439,2573
784,772102971039580160,858,3759
785,771908950375665664,1746,6156
786,771770456517009408,3126,11230
787,771500966810099713,2407,7732
788,771380798096281600,4639,9867
789,771171053431250945,6852,0
790,771136648247640064,2696,8563
791,771102124360998913,1324,5835
792,771014301343748096,1532,6451
793,770787852854652928,1097,4599
794,770772759874076672,1317,4866
795,770655142660169732,1659,6880
796,770414278348247044,1918,5913
797,770293558247038976,1346,5827
798,770093767776997377,2796,0
799,770069151037685760,2115,7107
800,769940425801170949,8780,29111
801,769695466921623552,1552,6014
802,769335591808995329,7098,0
803,769212283578875904,1589,5057
804,768970937022709760,5968,13321
805,768909767477751808,2424,0
806,768855141948723200,818,3918
807,768609597686943744,1091,3834
808,768596291618299904,1184,4716
809,768554158521745409,5360,0
810,768473857036525572,3146,12718
811,768193404517830656,3249,10140
812,767884188863397888,1261,4446
813,767754930266464257,4936,14908
814,767500508068192258,2134,7006
815,767191397493538821,3449,11477
816,767122157629476866,2626,9508
817,766793450729734144,1247,4720
818,766714921925144576,345,2455
819,766693177336135680,727,3777
820,766423258543644672,1446,5610
821,766313316352462849,1722,6322
822,766078092750233600,2407,0
823,766069199026450432,768,3926
824,766008592277377025,456,3522
825,765719909049503744,1981,6775
826,765669560888528897,1127,4829
827,765395769549590528,3094,25020
828,765371061932261376,1991,6645
829,765222098633691136,3096,10860
830,764857477905154048,1641,6045
831,764259802650378240,1383,5613
832,763956972077010945,49,730
833,763837565564780549,3785,11709
834,763183847194451968,1348,5042
835,763167063695355904,2737,0
836,763103485927849985,2106,6890
837,762699858130116608,3289,11312
838,762471784394268675,5872,10478
839,762464539388485633,3804,9603
840,762316489655476224,1026,4484
841,762035686371364864,14209,29668
842,761976711479193600,1813,5020
843,761750502866649088,3566,0
844,761745352076779520,789,3999
845,761672994376806400,26578,46040
846,761599872357261312,1094,3868
847,761371037149827077,16557,0
848,761334018830917632,1332,4809
849,761292947749015552,996,4165
850,761227390836215808,1436,4977
851,761004547850530816,3198,10600
852,760893934457552897,883,3562
853,760656994973933572,1737,6154
854,760641137271070720,1183,4650
855,760539183865880579,3317,7050
856,760521673607086080,1276,3907
857,760290219849637889,10514,24969
858,760252756032651264,794,3691
859,760190180481531904,1640,5332
860,760153949710192640,29,0
861,759943073749200896,1922,5508
862,759846353224826880,1789,6260
863,759793422261743616,1756,5555
864,759557299618865152,1098,4375
865,759447681597108224,2263,7903
866,759446261539934208,453,1557
867,759197388317847553,1797,5680
868,759159934323924993,1064,0
869,759099523532779520,3798,13558
870,759047813560868866,1839,6040
871,758854675097526272,835,3310
872,758828659922702336,3535,10428
873,758740312047005698,1493,5355
874,758474966123810816,911,3540
875,758467244762497024,2022,4464
876,758405701903519748,1750,4849
877,758355060040593408,955,3137
878,758099635764359168,9099,17609
879,758041019896193024,337,2519
880,757741869644341248,3011,6384
881,757729163776290825,7166,0
882,757725642876129280,1107,4238
883,757611664640446465,1004,4273
884,757597904299253760,277,0
885,757596066325864448,953,4052
886,757400162377592832,6282,14081
887,757393109802180609,1574,5424
888,757354760399941633,1296,4188
889,756998049151549440,1825,5844
890,756939218950160384,1830,6177
891,756651752796094464,1189,4682
892,756526248105566208,3285,9671
893,756303284449767430,1000,3670
894,756288534030475264,16233,41010
895,756275833623502848,1400,5956
896,755955933503782912,2611,6802
897,755206590534418437,4883,15234
898,755110668769038337,10136,19621
899,754874841593970688,7205,0
900,754856583969079297,2305,6421
901,754747087846248448,475,2402
902,754482103782404096,1784,4915
903,754449512966619136,668,3491
904,754120377874386944,2154,7348
905,753655901052166144,1983,5431
906,753420520834629632,3222,7303
907,753398408988139520,1718,5333
908,753375668877008896,2118,7109
909,753298634498793472,5180,0
910,753294487569522689,953,3109
911,753039830821511168,19082,34433
912,753026973505581056,872,3639
913,752932432744185856,6262,11704
914,752917284578922496,1436,6471
915,752701944171524096,2598,0
916,752682090207055872,1449,5571
917,752660715232722944,1415,4057
918,752568224206688256,2076,5097
919,752519690950500352,3139,6815
920,752334515931054080,1005,3580
921,752309394570878976,14840,0
922,752173152931807232,1662,5520
923,751950017322246144,828,2840
924,751937170840121344,1191,4809
925,751830394383790080,1773,5408
926,751793661361422336,2601,5373
927,751598357617971201,2813,7376
928,751583847268179968,1001,4089
929,751538714308972544,1143,4695
930,751456908746354688,918,2999
931,751251247299190784,5366,11685
932,751205363882532864,1658,5872
933,751132876104687617,1178,4706
934,750868782890057730,1239,4434
935,750719632563142656,4565,12203
936,750506206503038976,1043,4120
937,750429297815552001,3896,12238
938,750383411068534784,1038,4253
939,750381685133418496,26,668
940,750147208377409536,872,2899
941,750132105863102464,1172,3347
942,750117059602808832,1203,4036
943,750101899009982464,771,2832
944,750086836815486976,490,2015
945,750071704093859840,3015,7217
946,750056684286914561,815,2943
